"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Season","U_depth_m","L_depth_m","Method","SOM_perc","BD_reported_g_cm3"
"144","Ford et al 2016","HF CS 4","CS",4,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.49,"measured but not in dataset"
"145","Ford et al 2016","HF CS 5","CS",5,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",2.33,"measured but not in dataset"
"146","Ford et al 2016","HF CS 5","CS",5,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.55,"measured but not in dataset"
"147","Ford et al 2016","HF CS 5","CS",5,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.93,"measured but not in dataset"
"148","Ford et al 2016","HF CS 6","CS",6,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",2.9,"measured but not in dataset"
"149","Ford et al 2016","HF CS 6","CS",6,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.9,"measured but not in dataset"
"150","Ford et al 2016","HF CS 6","CS",6,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.83,"measured but not in dataset"
"151","Ford et al 2016","HF CS 7","CS",7,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",2.81,"measured but not in dataset"
"152","Ford et al 2016","HF CS 7","CS",7,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.68,"measured but not in dataset"
"153","Ford et al 2016","HF CS 7","CS",7,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.43,"measured but not in dataset"
"154","Ford et al 2016","HF CS 8","CS",8,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",4.54,"measured but not in dataset"
"155","Ford et al 2016","HF CS 8","CS",8,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.85,"measured but not in dataset"
"156","Ford et al 2016","HF CS 8","CS",8,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.2,"measured but not in dataset"
"157","Ford et al 2016","HF CS 9","CS",9,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",3.75,"measured but not in dataset"
"158","Ford et al 2016","HF CS 9","CS",9,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",2.07,"measured but not in dataset"
"159","Ford et al 2016","HF CS 9","CS",9,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.56,"measured but not in dataset"
"160","Ford et al 2016","HF CS 10","CS",10,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",1.42,"measured but not in dataset"
"161","Ford et al 2016","HF CS 10","CS",10,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",3.17,"measured but not in dataset"
"162","Ford et al 2016","HF CS 10","CS",10,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.16,"measured but not in dataset"
"163","Ford et al 2016","HF CS 11","CS",11,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",0.8,"measured but not in dataset"
"164","Ford et al 2016","HF CS 11","CS",11,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",0.6,"measured but not in dataset"
"165","Ford et al 2016","HF CS 11","CS",11,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.55,"measured but not in dataset"
"166","Ford et al 2016","HF CS 12","CS",12,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",3.25,"measured but not in dataset"
"167","Ford et al 2016","HF CS 12","CS",12,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.25,"measured but not in dataset"
"168","Ford et al 2016","HF CS 12","CS",12,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.94,"measured but not in dataset"
"169","Ford et al 2016","HF CS 13","CS",13,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",5.32,"measured but not in dataset"
"170","Ford et al 2016","HF CS 13","CS",13,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.32,"measured but not in dataset"
"171","Ford et al 2016","HF CS 13","CS",13,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.77,"measured but not in dataset"
"172","Ford et al 2016","HF CS 14","CS",14,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",1.28,"measured but not in dataset"
"173","Ford et al 2016","HF CS 14","CS",14,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",0.96,"measured but not in dataset"
"174","Ford et al 2016","HF CS 14","CS",14,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.47,"measured but not in dataset"
"175","Ford et al 2016","HF CS 15","CS",15,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",1.54,"measured but not in dataset"
"176","Ford et al 2016","HF CS 15","CS",15,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",0.74,"measured but not in dataset"
"177","Ford et al 2016","HF CS 15","CS",15,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.55,"measured but not in dataset"
"178","Ford et al 2016","HF CS 16","CS",16,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",2.29,"measured but not in dataset"
"179","Ford et al 2016","HF CS 16","CS",16,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.95,"measured but not in dataset"
"180","Ford et al 2016","HF CS 16","CS",16,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.52,"measured but not in dataset"
"181","Ford et al 2016","HF CS 17","CS",17,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",17.81,"measured but not in dataset"
"182","Ford et al 2016","HF CS 17","CS",17,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",10.58,"measured but not in dataset"
"183","Ford et al 2016","HF CS 17","CS",17,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",6.97,"measured but not in dataset"
"184","Ford et al 2016","HF CS 18","CS",18,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",4.8,"measured but not in dataset"
"185","Ford et al 2016","HF CS 18","CS",18,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",7.93,"measured but not in dataset"
"186","Ford et al 2016","HF CS 18","CS",18,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.01,"measured but not in dataset"
"187","Ford et al 2016","HF CS 19","CS",19,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",0.44,"measured but not in dataset"
"188","Ford et al 2016","HF CS 19","CS",19,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",0.36,"measured but not in dataset"
"189","Ford et al 2016","HF CS 19","CS",19,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.42,"measured but not in dataset"
"190","Ford et al 2016","HF CS 20","CS",20,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",0.62,"measured but not in dataset"
"191","Ford et al 2016","HF CS 20","CS",20,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",0.73,"measured but not in dataset"
"192","Ford et al 2016","HF CS 20","CS",20,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.64,"measured but not in dataset"
"193","Ford et al 2016","HF CS 21","CS",21,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",4.24,"measured but not in dataset"
"194","Ford et al 2016","HF CS 21","CS",21,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",2.59,"measured but not in dataset"
"195","Ford et al 2016","HF CS 21","CS",21,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.11,"measured but not in dataset"
"196","Ford et al 2016","HF CS 22","CS",22,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.12,"measured but not in dataset"
"197","Ford et al 2016","HF CS 22","CS",22,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",3.79,"measured but not in dataset"
"198","Ford et al 2016","HF CS 22","CS",22,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",3.17,"measured but not in dataset"
"199","Ford et al 2016","HF CS 1","CS",1,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",3.64,"measured but not in dataset"
"200","Ford et al 2016","HF CS 1","CS",1,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.5,"measured but not in dataset"
"201","Ford et al 2016","HF CS 1","CS",1,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.46,"measured but not in dataset"
"202","Ford et al 2016","HF CS 2","CS",2,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.81,"measured but not in dataset"
"203","Ford et al 2016","HF CS 2","CS",2,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.41,"measured but not in dataset"
"204","Ford et al 2016","HF CS 2","CS",2,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",0.82,"measured but not in dataset"
"205","Ford et al 2016","HF CS 3","CS",3,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.97,"measured but not in dataset"
"206","Ford et al 2016","HF CS 3","CS",3,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.35,"measured but not in dataset"
"207","Ford et al 2016","HF CS 3","CS",3,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",0.86,"measured but not in dataset"
"208","Ford et al 2016","HF CS 4","CS",4,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.97,"measured but not in dataset"
"209","Ford et al 2016","HF CS 4","CS",4,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.38,"measured but not in dataset"
"210","Ford et al 2016","HF CS 4","CS",4,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",0.83,"measured but not in dataset"
"211","Ford et al 2016","HF CS 5","CS",5,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.93,"measured but not in dataset"
"212","Ford et al 2016","HF CS 5","CS",5,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.29,"measured but not in dataset"
"213","Ford et al 2016","HF CS 5","CS",5,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.13,"measured but not in dataset"
"214","Ford et al 2016","HF CS 6","CS",6,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.63,"measured but not in dataset"
"215","Ford et al 2016","HF CS 6","CS",6,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.58,"measured but not in dataset"
"216","Ford et al 2016","HF CS 6","CS",6,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",0.98,"measured but not in dataset"
"217","Ford et al 2016","HF CS 7","CS",7,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.01,"measured but not in dataset"
"218","Ford et al 2016","HF CS 7","CS",7,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.05,"measured but not in dataset"
"219","Ford et al 2016","HF CS 7","CS",7,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",0.93,"measured but not in dataset"
"220","Ford et al 2016","HF CS 8","CS",8,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",3.38,"measured but not in dataset"
"221","Ford et al 2016","HF CS 8","CS",8,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.91,"measured but not in dataset"
"222","Ford et al 2016","HF CS 8","CS",8,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.45,"measured but not in dataset"
"223","Ford et al 2016","HF CS 9","CS",9,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.11,"measured but not in dataset"
"224","Ford et al 2016","HF CS 9","CS",9,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.17,"measured but not in dataset"
"225","Ford et al 2016","HF CS 9","CS",9,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.22,"measured but not in dataset"
"226","Ford et al 2016","HF CS 10","CS",10,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.45,"measured but not in dataset"
"227","Ford et al 2016","HF CS 10","CS",10,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.54,"measured but not in dataset"
"228","Ford et al 2016","HF CS 10","CS",10,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.18,"measured but not in dataset"
"229","Ford et al 2016","HF CS 11","CS",11,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.83,"measured but not in dataset"
"230","Ford et al 2016","HF CS 11","CS",11,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.01,"measured but not in dataset"
"231","Ford et al 2016","HF CS 11","CS",11,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",0.86,"measured but not in dataset"
"232","Ford et al 2016","HF CS 12","CS",12,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.98,"measured but not in dataset"
"233","Ford et al 2016","HF CS 12","CS",12,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",0.93,"measured but not in dataset"
"234","Ford et al 2016","HF CS 12","CS",12,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",0.6,"measured but not in dataset"
"235","Ford et al 2016","HF CS 13","CS",13,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",3.93,"measured but not in dataset"
"236","Ford et al 2016","HF CS 13","CS",13,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.59,"measured but not in dataset"
"237","Ford et al 2016","HF CS 13","CS",13,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.8,"measured but not in dataset"
"238","Ford et al 2016","HF CS 14","CS",14,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",2.44,"measured but not in dataset"
"239","Ford et al 2016","HF CS 14","CS",14,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.31,"measured but not in dataset"
"240","Ford et al 2016","HF CS 14","CS",14,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",0.67,"measured but not in dataset"
"241","Ford et al 2016","HF CS 15","CS",15,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",3.38,"measured but not in dataset"
"242","Ford et al 2016","HF CS 15","CS",15,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.67,"measured but not in dataset"
"243","Ford et al 2016","HF CS 15","CS",15,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.02,"measured but not in dataset"
"244","Ford et al 2016","HF CS 16","CS",16,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.73,"measured but not in dataset"
"245","Ford et al 2016","HF CS 16","CS",16,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.3,"measured but not in dataset"
"246","Ford et al 2016","HF CS 16","CS",16,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.26,"measured but not in dataset"
"247","Ford et al 2016","HF CS 17","CS",17,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.23,"measured but not in dataset"
"248","Ford et al 2016","HF CS 17","CS",17,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.25,"measured but not in dataset"
"249","Ford et al 2016","HF CS 17","CS",17,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",0.99,"measured but not in dataset"
"250","Ford et al 2016","HF CS 18","CS",18,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",2.34,"measured but not in dataset"
"251","Ford et al 2016","HF CS 18","CS",18,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.29,"measured but not in dataset"
"252","Ford et al 2016","HF CS 18","CS",18,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.06,"measured but not in dataset"
"253","Ford et al 2016","HF CS 19","CS",19,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",3.97,"measured but not in dataset"
"254","Ford et al 2016","HF CS 19","CS",19,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",2.06,"measured but not in dataset"
"255","Ford et al 2016","HF CS 19","CS",19,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.83,"measured but not in dataset"
"256","Ford et al 2016","HF CS 20","CS",20,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.74,"measured but not in dataset"
"257","Ford et al 2016","HF CS 20","CS",20,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",1.95,"measured but not in dataset"
"258","Ford et al 2016","HF CS 20","CS",20,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.24,"measured but not in dataset"
"259","Ford et al 2016","HF CS 21","CS",21,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",8.31,"measured but not in dataset"
"260","Ford et al 2016","HF CS 21","CS",21,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",8.36,"measured but not in dataset"
"261","Ford et al 2016","HF CS 21","CS",21,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",6.49,"measured but not in dataset"
"262","Ford et al 2016","HF CS 22","CS",22,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",0.98,"measured but not in dataset"
"263","Ford et al 2016","HF CS 22","CS",22,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",0.79,"measured but not in dataset"
"264","Ford et al 2016","HF CS 22","CS",22,"Saltmarsh",54.1666666666667,-3,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",0.75,"measured but not in dataset"
"265","Ford et al 2016","HF FW 1","FW",1,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.83,"measured but not in dataset"
"266","Ford et al 2016","HF FW 1","FW",1,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",5.56,"measured but not in dataset"
"267","Ford et al 2016","HF FW 1","FW",1,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",4.9,"measured but not in dataset"
"268","Ford et al 2016","HF FW 2","FW",2,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",31.05,"measured but not in dataset"
"269","Ford et al 2016","HF FW 2","FW",2,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",24.59,"measured but not in dataset"
"270","Ford et al 2016","HF FW 2","FW",2,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",26.8,"measured but not in dataset"
"271","Ford et al 2016","HF FW 3","FW",3,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",29.22,"measured but not in dataset"
"272","Ford et al 2016","HF FW 3","FW",3,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",25.84,"measured but not in dataset"
"273","Ford et al 2016","HF FW 3","FW",3,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",24.36,"measured but not in dataset"
"274","Ford et al 2016","HF FW 4","FW",4,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",33.8,"measured but not in dataset"
"275","Ford et al 2016","HF FW 4","FW",4,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",26.71,"measured but not in dataset"
"276","Ford et al 2016","HF FW 4","FW",4,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",21.09,"measured but not in dataset"
"277","Ford et al 2016","HF FW 5","FW",5,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.54,"measured but not in dataset"
"278","Ford et al 2016","HF FW 5","FW",5,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",6.08,"measured but not in dataset"
"279","Ford et al 2016","HF FW 5","FW",5,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",5.82,"measured but not in dataset"
"280","Ford et al 2016","HF FW 6","FW",6,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",23.92,"measured but not in dataset"
"281","Ford et al 2016","HF FW 6","FW",6,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",20.69,"measured but not in dataset"
"282","Ford et al 2016","HF FW 6","FW",6,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",22.53,"measured but not in dataset"
"283","Ford et al 2016","HF FW 7","FW",7,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",11.95,"measured but not in dataset"
"284","Ford et al 2016","HF FW 7","FW",7,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",12.92,"measured but not in dataset"
"285","Ford et al 2016","HF FW 7","FW",7,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",10.64,"measured but not in dataset"
"286","Ford et al 2016","HF FW 8","FW",8,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",13.71,"measured but not in dataset"
"287","Ford et al 2016","HF FW 8","FW",8,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",9.64,"measured but not in dataset"
"288","Ford et al 2016","HF FW 8","FW",8,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",9.89,"measured but not in dataset"
"289","Ford et al 2016","HF FW 9","FW",9,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",7.74,"measured but not in dataset"
"290","Ford et al 2016","HF FW 9","FW",9,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",7.33,"measured but not in dataset"
"291","Ford et al 2016","HF FW 9","FW",9,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",7.57,"measured but not in dataset"
"292","Ford et al 2016","HF FW 10","FW",10,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",17.58,"measured but not in dataset"
"293","Ford et al 2016","HF FW 10","FW",10,"Saltmarsh",51.8166666666667,0.966666666666667,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",15.1,"measured but not in dataset"
